gender,age,senior_citizen,dependents,number_of_dependents,married,city,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,customer_status,churn_score,churn_value,churn_category,churn_reason
Female,69,Yes,No,0,Yes,Warner Springs,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Fiber Optic,One Year,No,Bank transfer (automatic),97.0,3.76,6430.9,0.0,0,240.64,6671.54,64,No,11,Yes,No Offer,Yes,9,3,4053,Stayed,68,0,Not Applicable,
Female,28,No,No,0,No,Smartville,No,Yes,Yes,Yes,No,Yes,No,No,No,DSL,One Year,Yes,Mailed check,40.2,0.0,711.95,0.0,90,0.0,801.95,18,No,48,No,No Offer,No,0,4,4624,Stayed,48,0,Not Applicable,
Male,34,No,No,0,Yes,Fillmore,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),74.8,8.28,5315.8,0.0,0,579.6,5895.4,70,Yes,5,Yes,Offer A,Yes,9,3,6447,Stayed,60,0,Not Applicable,
Male,57,No,No,0,No,Phillipsville,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),23.95,22.24,1713.1,0.0,0,1534.56,3247.66,69,Yes,0,No,No Offer,No,0,3,6059,Stayed,31,0,Not Applicable,
Female,51,No,Yes,2,Yes,Kings Beach,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),96.35,29.42,3915.4,0.0,0,1176.8,5092.2,40,Yes,23,Yes,No Offer,Yes,4,5,2004,Stayed,52,0,Not Applicable,
Female,52,No,No,0,Yes,Redwood Valley,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,102.8,16.67,2110.15,0.0,0,350.07,2460.22,21,No,3,Yes,No Offer,Yes,1,1,3123,Churned,91,1,Competitor,Competitor had better devices
Female,64,No,No,0,No,Oakland,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.15,32.87,1789.25,0.0,120,624.53,2533.78,19,Yes,17,No,Offer D,No,0,3,5830,Churned,78,1,Price,Long distance charges
Male,32,No,Yes,1,Yes,Crows Landing,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,87.9,24.16,1500.5,0.0,0,434.88,1935.38,18,No,19,Yes,Offer D,Yes,1,4,5192,Stayed,33,0,Not Applicable,
Male,42,No,No,0,No,Portola Valley,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,20.05,3.23,20.05,0.0,0,3.23,23.28,1,No,0,No,No Offer,No,0,3,5368,Joined,52,0,Not Applicable,
Male,44,No,No,0,No,San Diego,Yes,Yes,No,No,No,No,No,Yes,Yes,Cable,Month-to-Month,No,Bank transfer (automatic),62.05,37.29,118.3,0.0,0,74.58,192.88,2,Yes,20,Yes,No Offer,No,0,1,5344,Churned,90,1,Competitor,Competitor made better offer
Female,52,No,No,0,Yes,San Francisco,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),59.55,0.0,2016.3,0.0,0,0.0,2016.3,33,No,7,Yes,Offer C,Yes,7,3,5980,Stayed,68,0,Not Applicable,
Male,61,No,No,0,No,Summerland,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.3,49.2,19.3,0.0,0,49.2,68.5,1,No,0,No,No Offer,No,0,3,4266,Churned,91,1,Dissatisfaction,Service dissatisfaction
Female,72,Yes,No,0,Yes,Los Angeles,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Cable,One Year,Yes,Credit card (automatic),74.85,48.9,4456.35,0.0,0,2934.0,7390.35,60,No,16,Yes,Offer B,Yes,9,3,5153,Stayed,59,0,Not Applicable,
Male,53,No,No,0,Yes,Hawthorne,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),109.75,22.95,7758.9,0.0,0,1652.4,9411.3,72,Yes,17,Yes,No Offer,Yes,6,3,5791,Stayed,71,0,Not Applicable,
Male,44,No,No,0,No,Salyer,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,45.0,17.25,96.45,0.0,30,34.5,160.95,2,No,3,No,No Offer,No,0,1,5704,Churned,93,1,Competitor,Competitor had better devices
Female,36,No,No,0,No,Los Angeles,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,Yes,Credit card (automatic),79.85,12.82,4861.45,0.0,0,807.66,5669.11,63,Yes,17,Yes,Offer B,No,0,3,4595,Stayed,70,0,Not Applicable,
Male,54,No,No,0,No,Dorris,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,67.25,45.8,832.3,0.0,0,549.6,1381.9,12,Yes,4,Yes,Offer D,No,0,3,4334,Stayed,56,0,Not Applicable,
Female,56,No,No,0,No,Oakland,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,87.6,40.92,2724.25,0.0,70,1268.52,4062.77,31,No,20,No,No Offer,No,0,4,5094,Stayed,48,0,Not Applicable,
Male,57,No,Yes,3,Yes,Petrolia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),89.9,31.33,6457.15,0.0,0,2224.43,8681.58,71,Yes,27,Yes,Offer A,Yes,6,3,4444,Stayed,57,0,Not Applicable,
Male,80,Yes,No,0,Yes,Laguna Beach,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),101.9,14.49,5265.5,0.0,0,724.5,5990.0,50,Yes,17,Yes,No Offer,Yes,9,3,4184,Stayed,25,0,Not Applicable,
Male,51,No,No,0,No,Darwin,No,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),46.2,0.0,2431.95,0.0,0,0.0,2431.95,54,No,7,Yes,Offer B,No,0,3,6143,Stayed,26,0,Not Applicable,
Female,41,No,No,0,No,Bass Lake,Yes,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,52.2,34.04,52.2,0.0,0,34.04,86.24,1,No,23,Yes,No Offer,No,0,1,4138,Churned,71,1,Competitor,Competitor made better offer
Female,73,Yes,No,0,No,Beverly Hills,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Two Year,Yes,Electronic check,55.6,2.81,580.8,15.2,0,30.91,596.51,11,Yes,3,Yes,No Offer,No,0,4,5014,Stayed,80,0,Not Applicable,
Male,19,No,No,0,Yes,La Crescenta,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL,One Year,Yes,Electronic check,70.95,29.61,3250.45,24.92,0,1302.84,4528.37,44,No,48,Yes,No Offer,Yes,1,5,3678,Stayed,66,0,Not Applicable,
Male,54,No,No,0,Yes,Rancho Palos Verdes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),107.6,34.62,6912.7,0.0,0,2146.44,9059.14,62,Yes,28,Yes,No Offer,Yes,8,4,4697,Stayed,40,0,Not Applicable,
Male,45,No,No,0,No,Gasquet,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,86.9,36.08,4939.25,0.0,0,2056.56,6995.81,57,Yes,26,Yes,Offer B,No,0,5,6109,Stayed,71,0,Not Applicable,
Male,39,No,Yes,3,Yes,Spreckels,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),19.8,45.18,342.3,0.0,0,813.24,1155.54,18,No,0,No,Offer D,Yes,1,5,4808,Stayed,74,0,Not Applicable,
Male,23,No,No,0,Yes,Pioneertown,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),98.7,45.24,6858.9,0.0,0,3166.8,10025.7,70,Yes,42,Yes,Offer A,Yes,5,3,5582,Stayed,57,0,Not Applicable,
Female,24,No,No,0,No,Cutler,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),99.85,24.86,1992.55,0.0,0,522.06,2514.61,21,Yes,48,Yes,No Offer,No,0,3,2113,Stayed,74,0,Not Applicable,
Male,68,Yes,No,0,No,San Diego,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,45.05,40.93,770.6,0.0,0,695.81,1466.41,17,No,2,Yes,No Offer,No,0,1,3797,Churned,93,1,Competitor,Competitor made better offer
Female,66,Yes,No,0,Yes,San Diego,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,95.55,22.89,3930.6,0.0,0,961.38,4891.98,42,Yes,12,Yes,No Offer,Yes,3,3,4121,Stayed,26,0,Not Applicable,
Female,49,No,No,0,Yes,Cloverdale,Yes,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic,One Year,No,Electronic check,79.2,14.51,1742.45,0.0,0,304.71,2047.16,21,No,20,Yes,Offer D,Yes,7,3,4900,Stayed,24,0,Not Applicable,
Female,60,No,No,0,No,Valley Springs,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,19.55,40.98,61.05,0.0,0,122.94,183.99,3,No,0,No,No Offer,No,0,4,3889,Joined,46,0,Not Applicable,
Female,26,No,Yes,3,No,San Francisco,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.95,45.87,170.9,0.0,0,366.96,537.86,8,No,0,No,No Offer,No,0,4,5919,Stayed,40,0,Not Applicable,
Male,53,No,No,0,Yes,Oakland,Yes,Yes,No,No,Yes,No,No,Yes,Yes,DSL,Month-to-Month,No,Electronic check,57.45,2.86,990.85,15.73,0,51.48,1026.6,18,No,22,Yes,No Offer,Yes,1,1,2989,Churned,84,1,Competitor,Competitor had better devices
Female,68,Yes,No,0,No,Irvine,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,88.55,21.57,179.25,0.0,0,43.14,222.39,2,Yes,28,Yes,No Offer,No,0,1,3685,Churned,80,1,Competitor,Competitor had better devices
Male,22,No,No,0,Yes,Grover Beach,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.2,38.41,34.75,0.0,0,76.82,111.57,2,No,0,No,No Offer,Yes,6,3,3866,Joined,44,0,Not Applicable,
Female,66,Yes,No,0,No,San Quentin,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),19.6,47.46,967.9,0.0,0,2420.46,3388.36,51,No,0,No,No Offer,No,0,5,4224,Stayed,68,0,Not Applicable,
Male,42,No,Yes,3,Yes,Stockton,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),75.9,31.55,1549.75,0.0,0,662.55,2212.3,21,Yes,23,Yes,No Offer,Yes,6,4,3503,Stayed,47,0,Not Applicable,
Male,30,No,No,0,Yes,Susanville,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Bank transfer (automatic),54.55,0.0,2978.3,0.0,50,0.0,3028.3,55,No,42,No,No Offer,Yes,1,1,6041,Churned,69,1,Attitude,Attitude of service provider
Female,64,No,No,0,No,Foresthill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),89.75,29.53,6367.2,0.0,110,2067.1,8544.3,70,Yes,7,No,No Offer,No,0,4,5150,Stayed,78,0,Not Applicable,
Male,60,No,No,0,No,Fresno,Yes,Yes,No,No,Yes,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,55.25,1.53,1715.65,0.0,10,47.43,1773.08,31,No,6,No,Offer C,No,0,3,2933,Churned,78,1,Attitude,Attitude of support person
Male,30,No,No,0,No,Knights Landing,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Cable,One Year,Yes,Bank transfer (automatic),49.35,0.0,3321.35,0.0,0,0.0,3321.35,67,No,85,Yes,Offer A,No,0,3,5905,Stayed,33,0,Not Applicable,
Female,58,No,No,0,No,Gustine,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.1,46.17,70.1,0.0,0,46.17,116.27,1,No,30,Yes,Offer E,No,0,3,2007,Churned,91,1,Competitor,Competitor offered higher download speeds
Male,43,No,No,0,No,Escondido,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.6,16.81,390.4,0.0,0,353.01,743.41,21,No,0,No,No Offer,No,0,4,4562,Stayed,22,0,Not Applicable,
Female,19,No,No,0,Yes,Knights Landing,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.25,32.11,1554.0,0.0,0,706.42,2260.42,22,No,52,Yes,No Offer,Yes,1,1,2159,Churned,85,1,Competitor,Competitor offered higher download speeds
Female,78,Yes,No,0,No,Stevenson Ranch,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),84.8,4.1,906.85,0.0,0,45.1,951.95,11,Yes,5,Yes,No Offer,No,0,2,5118,Churned,67,1,Price,Extra data charges
Male,73,Yes,No,0,No,California Hot Springs,Yes,Yes,No,No,No,No,No,No,No,DSL,Two Year,No,Electronic check,45.2,49.34,45.2,0.0,0,49.34,94.54,1,No,15,Yes,Offer E,No,0,3,4576,Joined,44,0,Not Applicable,
Male,36,No,No,0,Yes,Canyon Country,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),25.85,36.03,1872.2,5.73,0,2594.16,4460.63,72,Yes,0,No,No Offer,Yes,1,5,5514,Stayed,45,0,Not Applicable,
Female,57,No,Yes,1,Yes,Burnt Ranch,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Credit card (automatic),25.6,25.69,917.15,0.0,0,873.46,1790.61,34,Yes,0,No,No Offer,Yes,6,4,5854,Stayed,43,0,Not Applicable,
Female,23,No,No,0,Yes,Tarzana,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Electronic check,20.0,27.72,540.05,0.0,0,803.88,1343.93,29,No,0,No,Offer C,Yes,6,5,3800,Stayed,34,0,Not Applicable,
Male,50,No,No,0,Yes,Santa Ana,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Credit card (automatic),100.3,26.15,5614.45,0.0,100,1464.4,7178.85,56,Yes,7,No,No Offer,Yes,2,2,5170,Churned,67,1,Competitor,Competitor offered more data
Male,42,No,Yes,2,Yes,El Cajon,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),64.4,17.37,316.9,0.0,0,86.85,403.75,5,Yes,15,Yes,No Offer,Yes,7,3,3260,Stayed,31,0,Not Applicable,
Male,53,No,No,0,No,Pinole,No,Yes,Yes,No,Yes,No,No,No,No,DSL,Month-to-Month,No,Mailed check,33.6,0.0,550.35,0.0,0,0.0,550.35,18,No,30,Yes,No Offer,No,0,4,5388,Stayed,21,0,Not Applicable,
Female,21,No,Yes,3,Yes,Santa Cruz,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,20.0,38.6,417.65,9.73,0,772.0,1179.92,20,No,0,No,No Offer,Yes,4,3,3402,Stayed,70,0,Not Applicable,
Female,80,Yes,No,0,No,Malibu,Yes,Yes,No,No,No,No,No,Yes,No,Cable,Month-to-Month,Yes,Electronic check,79.6,31.91,195.05,0.0,0,63.82,258.87,2,No,30,Yes,Offer E,No,0,3,4322,Churned,94,1,Price,Long distance charges
Male,33,No,Yes,2,No,Brisbane,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,No,Bank transfer (automatic),99.7,23.54,4634.35,0.0,0,1059.3,5693.65,45,Yes,12,Yes,No Offer,No,0,4,3333,Stayed,38,0,Not Applicable,
Male,68,Yes,No,0,Yes,Pomona,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Fiber Optic,One Year,No,Electronic check,107.05,27.56,2172.05,0.0,0,551.2,2723.25,20,Yes,3,Yes,No Offer,Yes,3,3,5328,Stayed,65,0,Not Applicable,
Female,30,No,No,0,No,Parlier,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.0,32.43,599.3,0.0,0,940.47,1539.77,29,No,0,No,Offer C,No,0,5,4128,Stayed,65,0,Not Applicable,
Female,39,No,No,0,No,Callahan,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Mailed check,79.6,48.45,4024.2,0.0,0,2422.5,6446.7,50,Yes,14,Yes,Offer B,No,0,4,5592,Stayed,39,0,Not Applicable,
Female,22,No,No,0,No,Llano,No,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Mailed check,35.8,0.0,363.15,0.0,0,0.0,363.15,11,No,52,Yes,Offer D,No,0,5,2534,Stayed,44,0,Not Applicable,
Male,21,No,Yes,1,Yes,Twain Harte,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Credit card (automatic),91.95,27.1,6614.9,0.0,0,1951.2,8566.1,72,Yes,59,Yes,Offer A,Yes,1,4,4403,Stayed,30,0,Not Applicable,
Male,52,No,Yes,2,No,Lake Arrowhead,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.65,15.5,100.9,0.0,0,93.0,193.9,6,No,0,No,No Offer,No,0,5,2231,Stayed,34,0,Not Applicable,
Female,54,No,No,0,No,Monterey Park,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),84.8,40.17,3862.55,0.0,0,1767.48,5630.03,44,Yes,6,Yes,No Offer,No,0,2,3997,Churned,66,1,Attitude,Attitude of support person
Male,35,No,No,0,Yes,Corona,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),86.65,12.12,6094.25,3.2,0,872.64,6963.69,72,Yes,23,Yes,No Offer,Yes,1,3,5483,Stayed,61,0,Not Applicable,
Male,28,No,No,0,No,Earp,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.4,4.15,4445.3,0.0,0,199.2,4644.5,48,Yes,46,Yes,No Offer,No,0,3,4334,Stayed,33,0,Not Applicable,
Male,69,Yes,No,0,No,Live Oak,Yes,Yes,Yes,Yes,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),70.35,25.23,3454.6,0.0,100,1261.5,4816.1,50,Yes,23,No,Offer B,No,0,3,5596,Stayed,30,0,Not Applicable,
Male,23,No,No,0,No,Union City,Yes,Yes,No,No,No,No,No,Yes,Yes,DSL,Month-to-Month,No,Mailed check,55.55,33.32,55.55,0.0,30,33.32,118.87,1,No,48,No,Offer E,No,0,5,2207,Joined,35,0,Not Applicable,
Male,56,No,Yes,3,No,San Jose,No,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,24.75,0.0,24.75,0.0,0,0.0,24.75,1,No,57,Yes,No Offer,No,0,1,3001,Churned,96,1,Competitor,Competitor had better devices
Male,59,No,No,0,Yes,Lower Lake,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,No,Credit card (automatic),60.7,0.0,2234.55,0.0,0,0.0,2234.55,36,No,24,Yes,No Offer,Yes,7,3,3671,Stayed,69,0,Not Applicable,
Male,31,No,Yes,1,Yes,Bridgeville,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.25,39.98,144.35,0.0,0,279.86,424.21,7,No,0,No,No Offer,Yes,9,3,4954,Stayed,45,0,Not Applicable,
Male,55,No,No,0,No,Carnelian Bay,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,98.35,40.17,2515.3,0.0,0,1044.42,3559.72,26,Yes,27,Yes,No Offer,No,0,1,4997,Churned,91,1,Competitor,Competitor had better devices
Female,33,No,No,0,No,Los Angeles,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.15,8.36,804.85,0.0,0,334.4,1139.25,40,No,0,No,No Offer,No,0,5,3915,Stayed,64,0,Not Applicable,
Male,39,No,No,0,Yes,Los Angeles,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Credit card (automatic),72.1,42.55,5016.65,0.0,0,3063.6,8080.25,72,Yes,18,Yes,No Offer,Yes,5,3,4658,Stayed,42,0,Not Applicable,
Male,51,No,No,0,Yes,Penngrove,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),79.8,10.07,5034.05,0.0,0,634.41,5668.46,63,Yes,20,Yes,No Offer,Yes,5,4,4073,Stayed,52,0,Not Applicable,
Female,49,No,No,0,Yes,Forestville,Yes,Yes,Yes,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,80.15,26.58,194.55,0.0,0,53.16,247.71,2,No,23,Yes,Offer E,No,0,3,5251,Joined,26,0,Not Applicable,
Male,59,No,No,0,Yes,Mecca,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),95.4,5.43,5812.0,0.0,0,325.8,6137.8,60,Yes,29,Yes,Offer B,Yes,5,4,4149,Stayed,46,0,Not Applicable,
Female,24,No,Yes,3,Yes,Rialto,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),19.3,2.56,890.5,0.0,0,120.32,1010.82,47,No,0,No,No Offer,Yes,1,4,5829,Stayed,43,0,Not Applicable,
Male,22,No,No,0,No,San Diego,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.5,19.85,20.5,0.0,0,19.85,40.35,1,No,0,No,No Offer,No,0,2,3731,Churned,84,1,Attitude,Attitude of support person
Male,28,No,No,0,No,Los Angeles,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Mailed check,79.0,7.55,1902.0,0.0,0,188.75,2090.75,25,No,71,Yes,Offer C,No,0,4,5263,Stayed,52,0,Not Applicable,
Female,36,No,No,0,No,San Jose,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.65,23.5,302.35,0.0,0,94.0,396.35,4,Yes,22,Yes,No Offer,No,0,5,5396,Stayed,31,0,Not Applicable,
Female,47,No,No,0,No,Inverness,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,50.1,46.49,50.1,0.0,0,46.49,96.59,1,Yes,14,Yes,No Offer,No,0,2,4778,Churned,90,1,Other,Don't know
Female,77,Yes,No,0,Yes,Gilroy,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.6,25.35,727.8,0.0,0,937.95,1665.75,37,No,0,No,No Offer,Yes,1,4,5730,Stayed,77,0,Not Applicable,
Female,68,Yes,No,0,No,Palo Alto,Yes,Yes,No,No,No,No,No,Yes,No,Cable,Month-to-Month,Yes,Electronic check,84.6,6.68,360.1,0.0,0,26.72,386.82,4,Yes,17,Yes,No Offer,No,0,1,2467,Churned,83,1,Competitor,Competitor had better devices
Male,43,No,No,0,Yes,Gazelle,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Cable,Two Year,Yes,Bank transfer (automatic),75.4,42.16,5480.25,0.0,0,3035.52,8515.77,72,No,18,Yes,No Offer,Yes,7,3,4171,Stayed,35,0,Not Applicable,
Female,23,No,No,0,Yes,Bieber,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),105.7,25.46,6816.95,0.0,0,1705.82,8522.77,67,Yes,73,Yes,Offer A,Yes,2,4,5027,Stayed,68,0,Not Applicable,
Female,34,No,No,0,Yes,Potter Valley,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Electronic check,80.1,20.27,4693.2,0.0,0,1195.93,5889.13,59,Yes,13,Yes,No Offer,Yes,7,5,4093,Stayed,26,0,Not Applicable,
Male,40,No,No,0,No,Long Beach,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,70.4,29.63,70.4,0.0,0,29.63,100.03,1,No,15,Yes,Offer E,No,0,1,4238,Churned,70,1,Competitor,Competitor had better devices
Female,33,No,No,0,Yes,San Jose,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.1,49.48,4107.3,0.0,0,2127.64,6234.94,43,Yes,11,Yes,No Offer,Yes,9,3,4392,Stayed,71,0,Not Applicable,
Female,54,No,Yes,2,Yes,Myers Flat,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.45,28.73,19.45,0.0,0,28.73,48.18,1,No,0,No,No Offer,Yes,1,2,2865,Churned,84,1,Competitor,Competitor made better offer
Female,19,No,No,0,No,Sacramento,Yes,Yes,No,No,No,No,No,No,Yes,Fiber Optic,Month-to-Month,No,Electronic check,70.4,41.12,281.0,0.0,70,164.48,515.48,4,No,42,No,No Offer,No,0,1,4494,Churned,88,1,Competitor,Competitor had better devices
Female,20,No,No,0,Yes,Ventura,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Cable,Month-to-Month,No,Mailed check,65.0,6.35,663.05,0.0,0,57.15,720.2,9,No,69,Yes,Offer E,Yes,1,1,3983,Churned,76,1,Competitor,Competitor offered more data
Male,32,No,Yes,3,Yes,Redondo Beach,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),82.05,6.19,2570.2,0.0,120,185.7,2875.9,30,No,21,No,Offer C,Yes,5,3,5036,Stayed,9,0,Not Applicable,
Female,42,No,No,0,No,Tomales,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),19.45,46.3,232.1,0.0,0,601.9,834.0,13,No,0,No,Offer D,No,0,5,2783,Stayed,54,0,Not Applicable,
Male,19,No,No,0,No,Fallbrook,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.75,43.56,144.8,0.0,0,87.12,231.92,2,No,52,Yes,Offer E,No,0,3,4545,Joined,34,0,Not Applicable,
Male,64,No,No,0,Yes,Janesville,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.05,11.38,637.55,0.0,0,341.4,978.95,30,No,0,No,No Offer,Yes,1,4,2347,Stayed,28,0,Not Applicable,
Female,48,No,Yes,1,Yes,Laguna Hills,No,Yes,No,No,No,Yes,No,No,No,DSL,One Year,No,Credit card (automatic),30.25,0.0,368.85,0.0,0,0.0,368.85,12,No,22,Yes,No Offer,Yes,4,4,5988,Stayed,64,0,Not Applicable,
Male,46,No,No,0,Yes,New Cuyama,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),110.1,3.18,6705.7,0.0,0,200.34,6906.04,63,No,15,Yes,No Offer,Yes,8,3,6216,Stayed,26,0,Not Applicable,
