gender,age,senior_citizen,dependents,number_of_dependents,city,phone_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,number_of_referrals,satisfaction_score,cltv,churn_score,churn_value
Female,44,No,No,0,Desert Hot Springs,No,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,Yes,Bank transfer (automatic),47.6,0.0,71,No,16,Yes,Offer A,1,3,4795,22,0
Male,22,No,No,0,Lancaster,Yes,Yes,Yes,No,Yes,No,No,No,DSL,One Year,Yes,Bank transfer (automatic),64.65,48.32,56,Yes,59,Yes,Offer B,0,3,4656,70,0
Male,64,No,No,0,Sunol,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,90.35,32.49,24,No,23,Yes,No Offer,0,1,5546,67,1
Male,30,No,No,0,Elk,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.0,46.77,1,No,0,No,No Offer,0,2,3657,83,1
Female,41,No,Yes,3,Morongo Valley,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),75.75,16.16,55,Yes,29,Yes,Offer B,7,3,4489,51,0
Male,59,No,Yes,1,Oakland,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.7,32.02,42,No,0,No,Offer B,10,5,5320,76,0
Female,33,No,Yes,3,Buena Park,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,92.15,17.75,42,No,53,Yes,No Offer,10,5,5697,33,0
Male,64,No,No,0,Taylorsville,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),19.6,8.54,14,No,0,No,Offer D,0,4,2847,40,0
Male,73,Yes,Yes,3,Oxnard,No,No,No,No,No,No,Yes,No,Cable,One Year,Yes,Bank transfer (automatic),34.55,0.0,10,No,53,Yes,No Offer,1,4,5248,55,0
Female,30,No,Yes,3,Deer Park,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),25.25,25.98,22,Yes,0,No,Offer D,9,3,4386,75,0
Male,37,No,No,0,Bodega Bay,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),69.75,5.99,32,No,5,Yes,No Offer,1,2,2356,96,1
Male,39,No,No,0,Valley Springs,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),20.45,36.39,39,No,0,No,Offer C,10,5,2165,80,0
Female,80,Yes,No,0,Occidental,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),101.3,36.89,57,Yes,17,Yes,Offer B,0,4,4421,48,0
Female,80,Yes,No,0,Santa Cruz,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,87.1,39.01,8,No,28,Yes,No Offer,0,5,3950,65,0
Male,46,No,No,0,Alpine,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,One Year,No,Electronic check,71.5,18.05,63,Yes,11,No,Offer B,0,3,5342,36,0
Female,46,No,Yes,3,Paynes Creek,No,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),61.45,0.0,61,No,26,Yes,Offer B,8,3,5063,20,0
Male,40,No,No,0,Colusa,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.8,9.66,1,No,0,No,No Offer,0,3,5600,96,1
Female,29,No,No,0,Oregon House,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Mailed check,19.35,17.88,50,No,0,No,No Offer,0,3,5247,39,0
Male,79,Yes,No,0,San Diego,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.95,29.54,11,No,0,No,No Offer,1,1,5888,80,1
Male,38,No,Yes,3,Valley Ford,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),25.45,13.67,35,Yes,0,No,No Offer,1,4,4873,36,0
Female,42,No,No,0,Amboy,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,20.15,21.59,1,No,0,No,Offer E,0,3,4939,86,1
Female,39,No,Yes,3,Carnelian Bay,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,No,Bank transfer (automatic),80.2,49.12,72,Yes,23,Yes,No Offer,7,4,6087,24,0
Female,76,Yes,No,0,Half Moon Bay,Yes,No,No,No,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,No,Electronic check,98.65,20.98,29,Yes,16,Yes,No Offer,0,1,4235,93,1
Male,25,No,No,0,La Canada Flintridge,Yes,No,Yes,Yes,No,No,Yes,Yes,DSL,One Year,No,Credit card (automatic),70.9,28.83,29,Yes,47,Yes,Offer C,0,4,2064,29,0
Male,53,No,No,0,Lathrop,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.35,31.76,5,No,0,No,Offer E,0,1,3864,90,1
Male,39,No,No,0,Palo Alto,No,No,No,Yes,No,Yes,No,No,DSL,One Year,Yes,Electronic check,41.6,0.0,11,No,5,Yes,No Offer,0,2,3119,81,1
Male,49,No,No,0,Los Angeles,Yes,No,Yes,No,Yes,Yes,No,No,DSL,One Year,Yes,Electronic check,70.7,48.45,54,Yes,28,Yes,No Offer,3,3,5276,77,0
Female,70,Yes,No,0,Buttonwillow,Yes,No,Yes,Yes,No,No,Yes,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),89.85,47.72,49,No,21,Yes,No Offer,0,4,5982,30,0
Male,76,Yes,No,0,Tahoma,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),109.7,27.74,72,Yes,3,Yes,No Offer,5,4,4319,32,0
Male,30,No,No,0,Soulsbyville,Yes,No,No,Yes,No,No,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),79.35,31.67,9,Yes,59,No,No Offer,1,3,4533,93,1
Female,56,No,No,0,San Francisco,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.6,1.17,1,Yes,27,Yes,No Offer,0,1,4033,96,1
Female,44,No,No,0,Sunland,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),86.55,33.38,31,Yes,27,Yes,No Offer,0,3,4198,74,1
Female,44,No,No,0,Perris,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.6,7.34,1,Yes,11,No,Offer E,0,3,2196,46,0
Male,80,Yes,No,0,Alpaugh,Yes,Yes,No,Yes,No,Yes,Yes,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),104.55,48.8,56,Yes,12,Yes,Offer B,0,1,6268,91,1
Male,49,No,Yes,1,Mount Hermon,Yes,Yes,No,Yes,No,Yes,No,No,DSL,Two Year,No,Credit card (automatic),68.95,22.67,70,Yes,29,Yes,Offer A,9,3,4858,60,0
Female,68,Yes,No,0,Los Angeles,Yes,No,Yes,Yes,Yes,No,No,No,Fiber Optic,Two Year,No,Electronic check,90.45,22.74,55,Yes,21,Yes,No Offer,4,4,5140,42,0
Male,23,No,No,0,Santa Monica,Yes,No,No,No,No,Yes,No,Yes,DSL,Month-to-Month,No,Credit card (automatic),53.4,47.68,3,No,82,Yes,No Offer,0,2,2755,65,1
Male,64,No,No,0,San Diego,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.5,36.88,5,Yes,8,Yes,Offer E,3,1,5141,91,1
Male,53,No,No,0,Pasadena,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,69.65,39.38,3,No,23,Yes,Offer E,0,2,2421,84,1
Female,23,No,No,0,Westminster,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),73.5,34.12,26,No,58,No,Offer C,6,5,3596,67,0
Female,33,No,No,0,Igo,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,Month-to-Month,Yes,Bank transfer (automatic),65.8,1.22,25,No,10,Yes,No Offer,0,5,3962,66,0
Male,29,No,No,0,Stockton,Yes,No,Yes,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),58.6,14.79,15,Yes,59,Yes,Offer D,0,2,2003,90,1
Female,51,No,No,0,Mt Baldy,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Mailed check,49.2,1.2,31,No,15,No,No Offer,4,5,2157,52,0
Male,39,No,No,0,Pacific Grove,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,91.45,49.41,2,Yes,20,No,No Offer,0,5,4889,32,0
Female,61,No,No,0,Oxnard,Yes,No,No,No,No,Yes,No,No,Cable,Month-to-Month,Yes,Mailed check,53.55,1.59,1,No,14,Yes,No Offer,0,1,2326,79,1
Male,47,No,No,0,Ukiah,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,56.25,33.8,18,Yes,17,No,No Offer,0,4,2277,47,0
Male,79,Yes,No,0,Los Angeles,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic,One Year,Yes,Credit card (automatic),95.5,33.1,2,No,11,No,Offer E,10,5,4449,69,0
Female,54,No,No,0,Hornbrook,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,71.95,10.66,13,No,5,Yes,Offer D,0,3,3605,67,0
Female,39,No,No,0,Northridge,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.1,31.37,40,No,0,No,No Offer,1,3,2056,59,0
Female,71,Yes,No,0,Pinon Hills,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.65,24.15,17,No,0,No,Offer D,0,4,4086,40,0
Female,56,No,No,0,Rosamond,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.9,23.84,10,No,0,No,No Offer,0,4,5811,65,0
Male,62,No,Yes,3,Snelling,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,99.9,34.54,61,Yes,58,Yes,No Offer,3,5,5641,31,0
Male,55,No,No,0,Coleville,Yes,No,No,Yes,Yes,No,No,No,Cable,Month-to-Month,No,Electronic check,59.45,33.94,27,Yes,25,Yes,No Offer,0,4,4818,23,0
Female,61,No,No,0,Downey,No,Yes,Yes,No,Yes,No,No,No,Cable,Two Year,No,Bank transfer (automatic),37.7,0.0,60,No,2,Yes,Offer B,1,4,5148,54,0
Male,40,No,No,0,Tupman,Yes,Yes,No,No,No,Yes,No,No,DSL,One Year,Yes,Credit card (automatic),66.15,37.46,64,Yes,2,Yes,Offer B,3,3,4703,25,0
Female,57,No,No,0,Blocksburg,Yes,No,No,Yes,No,Yes,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),59.55,38.97,28,No,3,Yes,No Offer,0,3,3354,37,0
Female,35,No,Yes,3,Compton,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.25,29.01,11,No,0,No,Offer D,1,1,5638,69,1
Male,28,No,Yes,2,Farmersville,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),97.7,42.74,34,Yes,52,Yes,No Offer,9,3,5789,39,0
Female,80,Yes,No,0,Dunnigan,Yes,No,No,No,No,No,No,No,Fiber Optic,Two Year,Yes,Bank transfer (automatic),74.9,41.57,36,Yes,10,Yes,Offer C,0,3,5041,23,0
Male,47,No,No,0,Apple Valley,No,No,No,Yes,No,Yes,Yes,Yes,DSL,Month-to-Month,No,Electronic check,49.2,0.0,35,No,26,Yes,Offer C,0,4,2782,40,0
Female,47,No,No,0,Morro Bay,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,26.25,5.28,22,Yes,0,No,Offer D,0,4,5676,64,0
Female,30,No,No,0,Inglewood,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,88.95,48.32,4,Yes,51,No,No Offer,0,1,5948,72,1
Female,48,No,No,0,San Diego,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.95,4.14,4,Yes,30,Yes,No Offer,1,3,5640,95,1
Female,51,No,Yes,2,Markleeville,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.0,35.2,43,No,0,No,No Offer,5,5,4882,76,0
Male,38,No,Yes,1,Fallbrook,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),20.35,31.78,70,No,0,No,Offer A,2,5,5748,69,0
Female,26,No,No,0,Corona,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Cable,One Year,No,Credit card (automatic),65.6,20.11,15,No,73,Yes,Offer D,0,3,2976,28,0
Male,37,No,No,0,Stratford,Yes,Yes,No,No,Yes,Yes,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),64.4,38.05,3,No,7,Yes,No Offer,0,4,5645,20,0
Male,61,No,No,0,North Palm Springs,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-Month,No,Electronic check,48.7,5.13,7,No,4,Yes,No Offer,1,2,2984,91,1
Male,68,Yes,No,0,Victorville,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,101.4,39.69,35,Yes,25,Yes,Offer C,0,3,3689,92,1
Female,41,No,No,0,La Puente,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Credit card (automatic),44.6,30.19,2,No,16,Yes,Offer E,3,2,4884,91,1
Male,54,No,Yes,3,Greenville,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.85,2.0,29,No,0,No,Offer C,0,4,2941,26,0
Male,36,No,No,0,Huron,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Bank transfer (automatic),63.7,0.0,72,No,14,Yes,Offer A,0,3,4921,46,0
Female,48,No,No,0,San Diego,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Mailed check,94.55,11.09,27,Yes,6,Yes,No Offer,0,2,4464,89,1
Female,33,No,No,0,Topaz,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),84.4,3.09,71,No,26,Yes,No Offer,0,5,5619,21,0
Female,52,No,No,0,Hornbrook,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,One Year,No,Credit card (automatic),74.65,4.22,30,No,13,No,No Offer,0,3,5616,59,0
Male,65,Yes,No,0,Daly City,No,No,Yes,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),34.3,0.0,19,No,14,Yes,No Offer,6,5,4615,20,0
Male,54,No,Yes,2,Garden Grove,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),24.15,37.67,56,Yes,0,No,Offer B,1,4,5137,21,0
Male,26,No,No,0,Fort Irwin,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),20.85,12.61,36,No,0,No,No Offer,1,4,5744,78,0
Female,35,No,Yes,1,Springville,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),65.2,1.54,57,Yes,15,Yes,No Offer,3,3,4491,76,0
Male,43,No,No,0,Creston,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,69.6,28.97,3,No,16,No,No Offer,0,4,5487,39,0
Female,30,No,No,0,Escondido,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),102.7,44.34,52,Yes,71,Yes,No Offer,0,3,4044,63,0
Female,40,No,No,0,San Leandro,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,20.0,43.27,2,No,0,No,Offer E,0,4,2237,39,0
Male,48,No,No,0,Huntington Beach,No,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),25.1,0.0,17,No,11,Yes,No Offer,0,4,4580,33,0
Male,80,Yes,No,0,Canoga Park,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.35,28.49,1,Yes,18,Yes,No Offer,0,3,4403,92,1
Male,66,Yes,No,0,Santa Monica,Yes,No,Yes,Yes,No,No,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,95.9,19.67,68,Yes,28,Yes,No Offer,0,3,5080,68,0
Male,37,No,No,0,Los Angeles,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.75,38.73,57,No,0,No,No Offer,0,3,6271,60,0
Male,40,No,No,0,Cantua Creek,Yes,Yes,No,No,No,No,No,No,DSL,Two Year,No,Bank transfer (automatic),55.3,24.24,72,Yes,27,Yes,Offer A,5,4,6259,64,0
Male,62,No,No,0,Holtville,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,84.3,37.69,26,Yes,30,Yes,No Offer,0,5,5471,66,0
Male,24,No,Yes,3,Weed,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),76.1,36.73,14,No,52,Yes,No Offer,0,3,2045,33,0
Female,27,No,No,0,Phelan,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,100.45,34.49,30,Yes,59,No,Offer C,0,5,3936,32,0
Male,45,No,No,0,Susanville,No,No,No,No,Yes,No,No,No,Cable,One Year,No,Credit card (automatic),29.45,0.0,66,No,15,Yes,No Offer,0,3,5112,55,0
Male,30,No,No,0,Hercules,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),93.85,47.17,49,Yes,26,No,Offer B,1,3,5698,62,0
Female,44,No,Yes,3,Hoopa,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),20.35,46.64,15,No,0,No,Offer D,10,3,3205,68,0
Male,32,No,No,0,Capistrano Beach,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),84.2,15.12,71,Yes,30,Yes,No Offer,4,4,4753,33,0
Female,23,No,No,0,Keyes,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),20.7,29.79,39,No,0,No,No Offer,0,4,3733,45,0
Female,29,No,Yes,2,Escalon,No,Yes,Yes,Yes,Yes,Yes,No,No,Cable,Two Year,No,Credit card (automatic),54.2,0.0,67,No,51,Yes,No Offer,2,3,5261,58,0
Male,20,No,Yes,1,Nubieber,Yes,No,No,Yes,Yes,No,No,No,DSL,Month-to-Month,No,Mailed check,54.35,25.04,31,No,71,Yes,No Offer,6,3,3615,41,0
Female,63,No,No,0,Stockton,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,109.65,27.7,50,Yes,28,Yes,No Offer,0,1,5855,84,1
Male,59,No,No,0,Grass Valley,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.95,18.73,13,No,0,No,Offer D,0,4,2884,63,0
Male,23,No,Yes,2,Hornbrook,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,96.1,15.59,47,No,52,Yes,Offer B,1,3,5793,68,0
Male,46,No,No,0,Los Angeles,No,No,No,Yes,No,No,No,No,DSL,Month-to-Month,No,Mailed check,29.5,0.0,10,No,30,No,Offer D,0,3,3797,69,1
Male,28,No,No,0,Simi Valley,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,84.25,18.05,23,Yes,51,Yes,No Offer,1,4,2781,33,0
Male,45,No,Yes,2,Stanford,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.4,41.56,57,No,0,No,No Offer,1,5,4194,53,0
Female,25,No,No,0,Novato,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),85.6,42.81,56,Yes,51,Yes,No Offer,9,4,6483,20,0
Female,51,No,No,0,Rowland Heights,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,24.5,17.01,10,Yes,0,No,Offer D,0,3,5594,78,0
Female,47,No,Yes,2,Torrance,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL,Month-to-Month,No,Bank transfer (automatic),66.3,16.48,30,No,17,Yes,Offer C,1,3,4631,80,0
Male,74,Yes,No,0,Westlake Village,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Two Year,Yes,Electronic check,84.85,8.81,43,Yes,7,Yes,No Offer,0,4,4556,56,0
Female,70,Yes,No,0,San Diego,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL,One Year,No,Bank transfer (automatic),82.45,12.08,54,Yes,5,Yes,Offer B,0,1,4149,83,1
Female,39,No,Yes,1,Esparto,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.85,8.1,9,No,20,Yes,No Offer,10,5,4843,51,0
Male,20,No,No,0,Woodland Hills,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,81.3,25.51,27,Yes,69,No,No Offer,0,5,5158,72,0
Female,46,No,No,0,San Geronimo,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit card (automatic),18.9,33.86,20,No,0,No,Offer D,0,5,4277,51,0
Male,39,No,No,0,Modesto,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.35,14.75,7,No,28,No,Offer E,1,1,4292,82,1
Male,35,No,No,0,Ukiah,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,No,Electronic check,44.75,41.16,6,No,10,No,No Offer,0,2,2087,78,1
Male,23,No,No,0,Cardiff By The Sea,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,No,Credit card (automatic),110.05,26.73,51,Yes,41,Yes,No Offer,6,3,5604,56,0
Male,21,No,No,0,Moraga,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Credit card (automatic),70.7,36.06,2,No,85,Yes,No Offer,0,1,5317,96,1
Male,69,Yes,No,0,New Cuyama,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.05,19.87,1,No,0,No,Offer E,0,1,3491,91,1
Female,19,No,No,0,Weott,Yes,No,No,No,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Mailed check,70.7,38.81,1,No,52,Yes,No Offer,0,3,4056,28,0
Female,57,No,No,0,Indio,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,One Year,No,Bank transfer (automatic),84.1,25.11,38,Yes,13,Yes,No Offer,0,3,2604,78,0
Male,20,No,No,0,Loyalton,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,75.9,13.55,11,No,27,Yes,No Offer,0,4,4278,70,0
Female,49,No,No,0,Chico,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,106.8,32.43,56,Yes,2,No,No Offer,0,3,6161,49,0
Female,35,No,No,0,Sacramento,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),113.65,29.0,72,Yes,22,Yes,Offer A,10,3,5411,38,0
Female,52,No,No,0,Mountain Center,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.2,26.57,13,No,0,No,No Offer,0,5,2953,34,0
Female,32,No,No,0,Los Angeles,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,75.55,7.11,1,No,26,Yes,No Offer,0,5,3503,34,0
Female,19,No,No,0,Ladera Ranch,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),69.2,41.22,7,No,73,Yes,No Offer,8,3,2551,73,0
Female,59,No,No,0,Chico,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,25.5,20.47,51,Yes,0,No,No Offer,7,5,5447,43,0
Female,69,Yes,No,0,Hacienda Heights,No,Yes,No,Yes,No,No,Yes,No,Cable,One Year,Yes,Electronic check,45.0,0.0,29,No,23,Yes,No Offer,5,3,3094,50,0
Male,68,Yes,No,0,San Diego,Yes,No,No,Yes,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,50.15,39.78,1,No,12,Yes,Offer E,0,2,3438,91,1
Male,56,No,No,0,Badger,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.6,47.26,1,No,0,No,Offer E,0,1,3618,90,1
Male,24,No,No,0,Carmel By The Sea,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL,One Year,No,Bank transfer (automatic),75.0,49.61,26,No,76,Yes,No Offer,0,3,4705,79,0
Male,50,No,No,0,Echo Lake,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),105.35,13.83,3,Yes,14,Yes,Offer E,0,3,3662,65,1
Male,41,No,No,0,San Diego,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.35,32.82,1,No,21,No,No Offer,0,3,5284,90,1
Female,35,No,Yes,2,Friant,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),106.7,40.35,67,Yes,16,Yes,Offer A,3,3,4780,43,0
Female,35,No,No,0,Half Moon Bay,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,105.05,40.71,65,Yes,23,No,Offer B,3,3,5313,53,0
Female,47,No,Yes,2,Sacramento,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),106.0,10.19,43,No,10,No,No Offer,0,4,3528,76,0
Female,35,No,No,0,Nipomo,No,No,No,Yes,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,50.75,0.0,39,No,4,Yes,Offer C,0,3,4119,94,1
Female,22,No,Yes,1,Daggett,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.35,30.83,9,No,0,No,No Offer,9,3,5352,70,0
Male,19,No,Yes,1,Rancho Cucamonga,Yes,No,Yes,No,Yes,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),83.55,10.24,30,Yes,48,Yes,No Offer,1,3,3558,31,0
Female,49,No,Yes,1,San Jose,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),61.4,46.66,32,No,17,Yes,No Offer,3,3,2649,51,0
Male,63,No,Yes,3,Burbank,Yes,No,Yes,Yes,No,No,No,No,DSL,One Year,No,Mailed check,53.65,36.17,25,No,53,Yes,No Offer,1,5,5854,25,0
Male,56,No,No,0,Santa Barbara,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.75,10.11,13,No,0,No,Offer D,0,5,2016,41,0
Female,55,No,No,0,Eureka,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.9,41.36,3,No,0,No,Offer E,4,5,3716,48,0
Male,35,No,No,0,Alleghany,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.25,15.83,2,No,0,No,No Offer,0,4,5736,59,0
Male,42,No,Yes,2,Bakersfield,Yes,Yes,Yes,No,No,No,No,No,Cable,Two Year,Yes,Bank transfer (automatic),54.2,10.9,67,No,26,No,Offer A,1,4,6005,57,0
